"","X","Peak","Direction","Stations_After_Treeline","Peak_ID","Long","Lat","Country","present_elevation","change_in_treeline_NDVI","change_in_treeline_elevation","dist_coast","Lat_scaled","Long_scaled"
"39",39,"Cloud Peak","N",45,350,-107.1598085,44.45386195,"United States",3109,-0.00501527663496654,-19.7607555187747,1719851.5,0.299648147134075,0.550676354477171
"40",40,"Cloud Peak","NE",55,350,-107.1290126,44.40607765,"United States",3129,-0.0234629278566653,-74.7722770967894,1717920.625,0.296048987147065,0.553411187220602
"41",41,"Cloud Peak","S",25,350,-107.1904176,44.30025557,"United States",3025,-0.0454079104343309,-160.665416999399,1728021.625,0.288078365079185,0.54795811052499
"42",42,"Cloud Peak","SW",31,350,-107.2633561,44.33415565,"United States",2970,-0.085650786061753,-218.257067151847,1734983.125,0.290631752101542,0.541480800296786
"43",43,"Cloud Peak","W",33,350,-107.2598413,44.39082254,"United States",3041,-0.0664830000313081,-109.548329764043,1732971.5,0.294899957413252,0.541792932435369
"44",44,"Cond Peak","NW",27,859,-117.1592719,49.75776149,"Canada",2091,-0.000792258907015564,-3.7171638818586,480017.53125,0.699143023055461,-0.337326916187466
"45",45,"Cond Peak","W",11,859,-117.1572003,49.74629217,"Canada",2238,0.00546116316114792,24.7542251012633,480755.28125,0.698279142709359,-0.337142947558159
"46",46,"Crazy Peak","E",21,814,-110.2651103,46.01720088,"United States",2577,-0.0516614732235112,-96.8426379807547,1350407.125,0.417400357022919,0.274909741360632
"47",47,"Crazy Peak","S",21,814,-110.2859768,45.9564227,"United States",2560,-0.0171090827550169,-32.1947530459852,1349354.875,0.412822485346671,0.273056689901159
"48",48,"Crazy Peak","SE",15,814,-110.2628584,46.00617681,"United States",2405,-0.0567643027063396,-165.856368551191,1350643.875,0.416570013340203,0.27510972154809
"49",49,"Crazy Peak","SW",15,814,-110.3238086,45.9915138,"United States",2251,-0.101025459656028,-98.8926751183176,1344733.75,0.415465581154713,0.269697033408478
"50",50,"Crazy Peak","W",45,814,-110.3370224,46.02249967,"United States",2394,-0.074029844206825,-465.03897471436,1341953.5,0.417799467043314,0.268523580679215
"51",51,"Deseret Peak","N",15,750,-112.626306,40.46034182,"United States",3029,-0.0489551212775188,-441.621889850533,1114284,-0.00114767616387296,0.0652235391710953
"52",52,"Diamond Peak","E",19,1044,-113.0703168,44.14076631,"United States",2800,-0.0457725692548819,-118.848180195075,1148410.125,0.276065478776573,0.0257931190737106
"53",53,"Diamond Peak","N",10,1044,-113.0819302,44.15036077,"United States",2751,-0.0514243405480412,-75.650380333378,1146987.75,0.276788142842573,0.0247617900142395
"54",54,"Diamond Peak","NE",15,1044,-113.0743075,44.14670247,"United States",2844,-0.0112723909228577,-38.5689169478728,1147809.125,0.276512596125755,0.0254387245916783
"55",55,"Dunn Pk.","SE",11,1370,-119.9125897,51.4110856,"Canada",1490,-0.0947531332515134,-444.765076063367,382685.75,0.823673004289285,-0.581835557679085
"56",56,"Gannett Peak","E",25,349,-109.3959891,43.16265355,"United States",3250,-0.0107815557234425,-17.2353805415642,1581374.25,0.202393073644005,0.352092129787993
"57",57,"Gannett Peak","S",33,349,-109.6645818,43.11095355,"United States",3207,-0.00299078866072716,-8.19664989752073,1558038.875,0.198498979321634,0.32823973026057
"58",58,"Gannett Peak","SE",10,349,-109.4940537,43.03795854,"United States",3024,-0.0152919623809196,-40.5561306155528,1579739.75,0.193000924118494,0.343383493928951
"59",59,"Gannett Peak","SW",10,349,-109.727354,43.14100082,"United States",3334,0.0184308532132134,56.2704986003941,1549696.125,0.200762168944647,0.3226652392427
"60",60,"Glacier Peak","S",10,275,-121.1100805,48.05173019,"United States",1669,-0.117824713224736,-228.278931024047,118327.4609375,0.570643084968115,-0.688178838758628
"61",61,"Glacier Peak","W",19,275,-121.1439252,48.11125762,"United States",1730,0.00542643320519362,34.7105935526447,115289.1171875,0.575126748936941,-0.69118442046761
"62",62,"Gladsheim Peak","E",19,422,-117.5891888,49.78303372,"Canada",2006,-0.0293642942212679,-95.2883139173646,433777.46875,0.701046552017872,-0.375505726193811
"63",63,"Gladsheim Peak","NW",25,422,-117.6383025,49.79105328,"Canada",1793,0.0285808417464263,365.139560708883,428501.40625,0.701650593082938,-0.379867272857849
"64",64,"Golden Hinde","N",21,329,-125.751179,49.67471334,"Canada",1309,-0.085824330442138,-192.832000553217,34901.65234375,0.692887755562263,-1.10033201964599
"65",65,"Golden Hinde","SE",21,329,-125.747865,49.66552112,"Canada",1486,-0.0828564609766734,-140.578964926473,35444.0390625,0.692195388604584,-1.10003771956995
"66",66,"Golden Hinde","SW",11,329,-125.7667597,49.65352423,"Canada",1372,-0.0741666577678082,-294.834343171359,32422.58203125,0.691291771172571,-1.10171566514833
"67",67,"Golden Hinde","W",13,329,-125.7720595,49.66531964,"Canada",1276,0.00711562165606622,28.6152747130116,32738.146484375,0.692180212934873,-1.10218631437676
"68",68,"Grand Teton","E",21,471,-110.7815104,43.73961576,"United States",2896,-0.0685027335556527,-355.19949176572,1404449.375,0.245850428889326,0.229050782791761
"69",69,"Grand Teton","N",17,471,-110.801551,43.74826689,"United States",2910,-0.0115595999947798,-79.4184097746761,1401384.375,0.246502040421533,0.227271075458057
"70",70,"Grand Teton","NE",17,471,-110.7881437,43.74966572,"United States",2849,0.0050094313678925,50.4695802632086,1403064.5,0.246607401658689,0.22846171197269
"71",71,"Grand Teton","NW",21,471,-110.8040785,43.74250031,"United States",3165,-0.0049096542627555,-106.140711632048,1401930.125,0.246067696003013,0.227046620587148
"72",72,"He Devil","N",13,1170,-116.5477219,45.34097754,"United States",2168,-0.130660660666392,-161.190687528847,718618.375,0.36646655684984,-0.283018161962218
"73",73,"He Devil","W",30,1170,-116.5496081,45.32391185,"United States",2289,-0.0532931483235435,-184.714211098734,719893.8125,0.365181152468093,-0.283185666127405
"74",74,"Humphreys Peak","NW",19,646,-111.6807454,35.34795846,"United States",3217,0.0642858057436579,200.957421665502,555511.875,-0.386217366994736,0.149194135574459
"75",75,"Humphreys Peak","S",10,646,-111.6778515,35.34551933,"United States",3469,0.0433670995770974,527.136372495593,555511.875,-0.386401084640471,0.149451128631205
"76",76,"Humphreys Peak","SW",10,646,-111.6841076,35.33931672,"United States",3474,0.0539707389293099,226.710264094926,554076.125,-0.386868271263003,0.148895555092968
"77",77,"Humphreys Peak","W",21,646,-111.6801791,35.34612577,"United States",3266,0.090705631380227,410.972360874564,555511.875,-0.386355406989391,0.149244425898256
"78",78,"Ibapah Peak","NE",16,1119,-113.9188549,39.82865464,"United States",3326,-0.0152794011077473,-55.1343092774241,957814.8125,-0.0487269694163291,-0.0495613852573474
"79",79,"Ibapah Peak","NW",21,1119,-113.9204994,39.82872746,"United States",3421,-0.0340810992740692,-177.970442876517,957814.8125,-0.0487214845430496,-0.049707425231713
"80",80,"Ibapah Peak","S",21,1119,-113.9197859,39.82715684,"United States",3439,-0.00897803861167634,-85.5821542382291,956797.3125,-0.048839785170218,-0.0496440627983226
"81",81,"Ibapah Peak","SE",7,1119,-113.918945,39.82738365,"United States",3398,-0.00951951631282319,-146.868669557066,956797.3125,-0.0488227016202517,-0.0495693865961674
"82",82,"Jeanette Peak","SE",13,1011,-118.6083163,52.63047591,"Canada",1842,-0.040868021854908,-252.266178325938,645850.4375,0.915518669336174,-0.466009437945411
"83",83,"Kaza Mtn.","SE",29,1247,-121.0045374,53.06865377,"Canada",1431,-0.0505904199363709,-392.866692029354,530990,0.948522652253278,-0.678806074016465
"84",84,"Kings Peak","E",25,535,-110.3351471,40.77346217,"United States",3388,-0.0715136771283351,-27.9178569547767,1310539.375,0.0224368533748809,0.268690116868894
"85",85,"Kings Peak","N",10,535,-110.363076,40.8515218,"United States",3378,-0.0824215485930475,-72.7965974243689,1317043.5,0.0283163806860861,0.266209888325223
"86",86,"Kings Peak","NE",53,535,-110.2804686,40.83370892,"United States",3311,-0.0486039113940782,-97.8023041670399,1321271.75,0.0269746972262589,0.273545846110828
"87",87,"Kings Peak","NW",10,535,-110.4403441,40.83909867,"United States",3205,-0.0924553988707774,-127.360464392705,1310674.75,0.0273806584423903,0.25934808756919
"88",88,"Kings Peak","S",10,535,-110.3810688,40.71198726,"United States",3403,-0.0981323095506189,-102.467322133524,1301035.875,0.0178065033168689,0.26461203605963
"89",89,"Kings Peak","SW",15,535,-110.3965129,40.76161935,"United States",3377,-0.0352809391261359,-58.9326919506912,1305348.75,0.0215448406452315,0.263240521332902
"90",90,"Kings Peak","W",27,535,-110.4856905,40.78508901,"United States",3427,-0.0518662465391838,-194.246844567558,1300537.125,0.0233125982807049,0.255321096329554
"91",91,"Kootenay Mtn.","E",41,708,-116.8211273,49.24081309,"Canada",1990,-0.0270139701368967,-154.234386862689,514763.46875,0.660205966393985,-0.307297953757584
"92",92,"Kootenay Mtn.","NW",25,708,-116.8234486,49.24148323,"Canada",1735,-0.0863697840429371,-252.692681552384,514763.46875,0.660256441991068,-0.307504097018451
"93",93,"Kootenay Mtn.","SE",17,708,-116.814912,49.23563382,"Canada",1859,-0.0548739598963883,-331.714505483515,515765.75,0.659815858736324,-0.306746003467115
"94",94,"Kwatna Peak","S",10,313,-126.9392262,51.96031258,"Canada",1358,0.00863315556234351,23.8338699707031,23238.765625,0.865041315014826,-1.20583666095544
"95",95,"Kwatna Peak","SE",19,313,-126.9275295,52.05430688,"Canada",1411,0.0210002136844701,92.4691702516484,11048.029296875,0.872121057180496,-1.20479793443178
"96",96,"Kwatna Peak","W",21,313,-126.9970812,52.0674115,"Canada",1242,0.00583792166763261,27.2882899743774,15865.310546875,0.873108109914323,-1.21097447957322
"97",97,"Lassen Peak","E",28,1187,-121.5029909,40.48753287,"United States",2493,-0.0503492484621182,-149.601394831046,278736.84375,0.000900380188628134,-0.723071283115008
"98",98,"Lassen Peak","N",45,1187,-121.5047035,40.49919687,"United States",2215,-0.0589487775472602,-104.259127252706,279158.90625,0.00177892402182176,-0.723223370716163
"99",99,"Lassen Peak","NE",27,1187,-121.489724,40.49936957,"United States",2114,-0.0691006958194671,-159.872617138959,280899.09375,0.00179193195391991,-0.72189311483534
"100",100,"Lassen Peak","NW",39,1187,-121.5050273,40.48811298,"United States",2418,-0.091934670032785,-281.508380719605,278736.84375,0.000944074638479735,-0.723252125805064
"101",101,"Lassen Peak","SW",51,1187,-121.5097819,40.48288353,"United States",2504,-0.000524626494340152,-1.29406464072144,277447.5625,0.000550187374377273,-0.723674358497141
"102",102,"Lassen Peak","W",19,1187,-121.5088699,40.48736839,"United States",2567,-0.0225184532506625,-62.6233296324353,277866,0.0008879913949308,-0.72359336825292
"103",103,"Malinche","N",15,534,-98.03263212,19.23436361,"Mexico",3960,0.15687030716051,511.809027596355,183573.0625,-1.59990901531887,1.36121609577699
"104",104,"Malinche","NE",10,534,-98.02930117,19.23498342,"Mexico",3954,0.0915155008555208,302.962566007665,183573.0625,-1.59986233062638,1.36151190109935
"105",105,"Malinche","NW",21,534,-98.03320289,19.23227675,"Mexico",3884,0.0764882451463953,224.702938225352,183573.0625,-1.60006619964533,1.36116540849443
"106",106,"Malinche","S",19,534,-98.03236458,19.2289681,"Mexico",3693,0.258444431518034,2669.71906229639,183573.0625,-1.60031541038381,1.3612398546914
"107",107,"Malinche","SE",19,534,-98.0282845,19.22801385,"Mexico",3960,0.158625164349694,396.530111756389,183573.0625,-1.60038728542263,1.36160218657258
"108",108,"Malinche","SW",17,534,-98.03442022,19.22967709,"Mexico",3922,0.101995809073957,305.19427107723,184291.828125,-1.60026200856691,1.36105730339136
"109",109,"Malinche","W",21,534,-98.03344814,19.23163018,"Mexico",3875,0.116734504184409,555.703026266929,184291.828125,-1.60011489992707,1.36114362904553
"110",110,"McDonald Peak","N",15,853,-113.9176266,47.3968585,"United States",1943,-0.00142190644197596,-9.78851426710003,901510.5625,0.521317511855737,-0.0494523059624172
"111",111,"McDonald Peak","NE",11,853,-113.9050193,47.39085246,"United States",2156,-0.0572861768057998,-198.316220352131,903742.5625,0.520865131076938,-0.0483327135216619
"112",112,"McDonald Peak","S",15,853,-113.9210958,47.35737249,"United States",2030,-0.0647398157765001,-274.255576118126,904079.4375,0.518343387148696,-0.0497603885887897
"113",113,"McDonald Peak","W",19,853,-113.9360745,47.38319544,"United States",2306,-0.0709147190799014,-432.337378228286,900812.875,0.520288396877552,-0.0510905734255385
"114",114,"Monarch Mtn.","N",43,100,-125.8926274,52.01155916,"Canada",1582,-0.179616002076809,-353.571353511493,87341.8203125,0.868901257301458,-1.11289335787043
"115",115,"Monarch Mtn.","NE",53,100,-125.7763601,51.97577196,"Canada",1396,-0.25039263090836,-612.825586869713,99844.3203125,0.866205730563866,-1.10256822955691
"116",116,"Monarch Mtn.","SW",21,100,-126.0420708,51.77544485,"Canada",1762,-0.164448537677723,-196.479857318727,65584.046875,0.851116897649595,-1.12616469280818
"117",117,"Monmouth Mtn.","E",25,1153,-123.616733,50.99905964,"Canada",1832,0.0539733206837304,404.666775336665,81218,0.79263880793522,-0.910782345504769
"118",118,"Monmouth Mtn.","N",23,1153,-123.8028563,51.10727484,"Canada",1856,0.0145786382132718,216.862465950721,65142.66015625,0.800789682130852,-0.927311042349332
"119",119,"Monmouth Mtn.","NE",27,1153,-123.7086571,51.05056348,"Canada",2162,0.0419702161778526,131.59738248504,72134.703125,0.796518127295458,-0.91894567369425
"120",120,"Monmouth Mtn.","NW",17,1153,-123.9924591,51.10243799,"Canada",1635,0.00673453755342781,386.131913308061,45182.578125,0.800425365880888,-0.944148736512718
"121",121,"Monmouth Mtn.","S",63,1153,-123.7347935,50.4870627,"Canada",1945,-0.010416211982901,-54.5578586996221,50240.2578125,0.754074700060465,-0.921266719109887
"122",122,"Monmouth Mtn.","W",41,1153,-123.8041998,50.99104968,"Canada",1924,0.0475727854955564,1243.45252962086,60758.75,0.792035489951499,-0.927430351990902
"123",123,"Morton Peak","E",13,926,-118.8246394,50.76532033,"Canada",1779,-0.144065421482445,-379.677873539166,375838.03125,0.775033335595071,-0.485220030817856
"124",124,"Morton Peak","N",24,926,-118.843061,50.7661767,"Canada",1915,-0.00520530692982216,-11.7807645400339,373684.21875,0.775097838217022,-0.486855962707049
"125",125,"Morton Peak","NW",26,926,-118.8440612,50.76591102,"Canada",2041,-0.0162818319618588,-62.9119634908693,373684.21875,0.775077826940821,-0.486944785560415
"126",126,"Morton Peak","S",30,926,-118.8430502,50.76437886,"Canada",1951,-0.0965101372141933,-193.547975186238,373684.21875,0.774962423158288,-0.486855003612051
"127",127,"Morton Peak","SE",13,926,-118.8360175,50.76084489,"Canada",1940,-0.10515002242166,-174.277701948177,374401.25,0.774696241098087,-0.486230464039097
"128",128,"Morton Peak","SW",26,926,-118.8440535,50.76463975,"Canada",1969,-0.100904728332634,-152.374831810364,373684.21875,0.774982073647027,-0.486944101761204
"129",129,"Mt. Adams","N",21,187,-121.4937193,46.25103653,"United States",1901,-0.0797429601410315,-159.555164530542,192721.265625,0.435013085785641,-0.722247917820797
"130",130,"Mt. Adams","NW",27,187,-121.5367154,46.2318528,"United States",1810,-0.0579598592852982,-94.2592163695583,191657.484375,0.433568148569492,-0.726066190451889
"131",131,"Mt. Adams","S",29,187,-121.4858645,46.10452656,"United States",1148,-0.194873447832272,-127.867872345993,210287.109375,0.423977812239265,-0.721550371581425
"132",132,"Mt. Adams","SE",31,187,-121.4512479,46.17680074,"United States",1708,-0.102311678477605,-459.805962127147,204849.59375,0.429421573825183,-0.71847624122166
"133",133,"Mt. Adams","W",31,187,-121.5765548,46.20024115,"United States",1603,-0.109353727350105,-493.366710470439,192480.4375,0.431187128322186,-0.729604132047966
"134",134,"Mt. Assiniboine","E",41,397,-115.6485813,50.86996579,"Canada",2237,-0.0533573448719382,-411.744463979988,693974.75,0.782915333499285,-0.203169897945635
"135",135,"Mt. Assiniboine","NW",21,397,-115.677011,50.8884553,"Canada",1947,-0.0566682112402223,-68.4575544632924,691625.375,0.784307981389311,-0.205694600079552
"136",136,"Mt. Assiniboine","S",25,397,-115.6527456,50.82509563,"Canada",1792,-0.101783261283843,-679.624871349472,689900.0625,0.779535669373562,-0.203539708991699
"137",137,"Mt. Baker","E",67,146,-121.7818221,48.77757288,"United States",1399,-0.100565532912553,-735.088004675106,62484.62109375,0.625314262880357,-0.747832913580433
"138",138,"Mt. Baker","N",33,146,-121.8170482,48.8170861,"United States",1573,-0.123464611416514,-168.545660943702,55280.0078125,0.628290437071083,-0.750961170643984
"139",139,"Mt. Baker","NE",33,146,-121.6992269,48.85935651,"United States",1105,-0.0872420512249847,-406.031093954307,58197.921875,0.63147428549633,-0.740498039216955
"140",140,"Mt. Baker","S",31,146,-121.8120189,48.73894153,"United States",1467,-0.105722164790472,-337.514744924757,66961.1640625,0.622404511996401,-0.750514543193039
"141",141,"Mt. Baker","SE",37,146,-121.7843953,48.75841371,"United States",1313,-0.101141279868517,-333.066105286949,65697.4140625,0.623871175547314,-0.748061426844063
"142",142,"Mt. Baker","SW",49,146,-121.8447998,48.75481788,"United States",1442,-0.00151609487813686,-4.4024541668748,62876.59765625,0.6236003341317,-0.753425654044781
"143",143,"Mt. Chown","E",25,811,-119.2731661,53.39784821,"Canada",1798,-0.0472415528300037,-196.377732207827,716700,0.973317897896602,-0.525051485831774
"144",144,"Mt. Chown","NW",19,811,-119.5290391,53.46220986,"Canada",1795,-0.00994007811142184,-17.9580910541029,702211.125,0.978165680021232,-0.547774311226062
"145",145,"Mt. Cleveland","SE",33,1164,-113.8351283,48.91529799,"United States",2059,-0.0417911956169916,-151.469115524932,850136.1875,0.635687852220759,-0.0421260368123863
"146",146,"Mt. Cleveland","W",19,1164,-113.8600349,48.92521521,"United States",1999,-0.0819083853468667,-241.627509512939,847230.8125,0.636434826884119,-0.0443378697254548
"147",147,"Mt. Columbia","E",31,229,-123.5949418,47.80652507,"Canada",1301,-0.173600722026745,-279.578204652088,60749.15234375,0.552173996658481,-0.908847175976402
"148",148,"Mt. Columbia","NE",33,229,-123.6844512,47.82167757,"Canada",1396,-0.0811876996739258,-141.111498091142,57986.30859375,0.553315297707218,-0.916796066509391
"149",149,"Mt. Columbia","S",13,229,-123.7079948,47.77268956,"Canada",1393,-0.227949740275172,-530.174950936395,66007.1796875,0.549625473111373,-0.918886858081588
"150",150,"Mt. Columbia","SE",10,229,-123.6616357,47.77237239,"Canada",1131,-0.167740614802769,-284.457607248362,66272.1875,0.549601583558255,-0.914769933924932
"151",151,"Mt. Columbia","SW",11,229,-123.7275316,47.78853636,"Canada",1475,-0.105897939155951,-161.117315217662,62905.6796875,0.55081906951191,-0.920621825409768
"152",152,"Mt. Cooper","E",10,261,-117.145425,50.18270056,"Canada",1992,-0.0368872877838868,-48.75683348857,496668.8125,0.731149847423744,-0.336097240954237
"153",153,"Mt. Cooper","N",25,261,-117.1994724,50.20220889,"Canada",1989,0.00545299529496052,30.0059508867619,492121.53125,0.732619233827844,-0.340896925302391
"154",154,"Mt. Cooper","NW",17,261,-117.2243019,50.19950138,"Canada",2038,0.0217766491112571,131.695689064134,489451.15625,0.73241530153928,-0.343101911342838
"155",155,"Mt. Dawson","E",35,431,-117.3620053,51.15082604,"Canada",1773,0.0183207347713901,131.567401061421,546785.1875,0.80407000090556,-0.355330674496434
"156",156,"Mt. Eddy","E",21,1280,-122.4548766,41.32083205,"United States",2120,-0.00693075972692514,-13.8428530975639,181196.609375,0.0636652855208078,-0.807603580607982
"157",157,"Mt. Eddy","N",17,1280,-122.4780617,41.32899018,"United States",2150,-0.014178670201189,-21.8809436402466,178256.015625,0.0642797638131512,-0.809662535554572
"158",158,"Mt. Eddy","NE",13,1280,-122.4638596,41.33133402,"United States",2370,0.013306485337699,13.6731806502607,180089.96875,0.0644563041233359,-0.808401316752541
"159",159,"Mt. Eddy","NW",23,1280,-122.4898449,41.32846431,"United States",2336,-0.0616341224595371,-60.0403444391172,177339.203125,0.0642401547728941,-0.810708943718723
"160",160,"Mt. Eddy","S",25,1280,-122.4773877,41.31820196,"United States",2080,-0.011271609087628,-40.6656396699091,178648.875,0.0634671845820011,-0.80960268092233
"161",161,"Mt. Eddy","SE",23,1280,-122.4757367,41.31879069,"United States",2230,-0.012545189906862,-33.6236557209072,178648.875,0.0635115282986432,-0.809456063714864
"162",162,"Mt. Eddy","SW",23,1280,-122.4783022,41.31933324,"United States",2315,-0.00903877748649945,-29.590420582319,178448.4375,0.063552393692736,-0.809683893179282
"163",163,"Mt. Edith Cavell","E",21,463,-118.0101458,52.66649806,"Canada",2025,-0.01791350674495,-45.4573097282096,692003.3125,0.918231892736456,-0.41288885145323
"164",164,"Mt. Edith Cavell","S",13,463,-118.0503645,52.63431666,"Canada",2140,0.0233213915020805,71.9610191774555,684344.0625,0.915807958364581,-0.416460476820835
"165",165,"Mt. Edith Cavell","SW",19,463,-118.1402695,52.61235338,"Canada",2107,0.0364513172038623,135.796146666492,675971.875,0.914153662736948,-0.424444498648357
"166",166,"Mt. Edith Cavell","W",21,463,-118.0809979,52.66678897,"Canada",2081,0.000402401360145105,2.11124151551758,687163.5,0.918253804360814,-0.41918087873676
"167",167,"Mt. Elbert","E",10,128,-106.4213377,39.11496972,"United States",3566,-0.0275094361414363,-29.7325400183654,1310407.875,-0.102482412258364,0.616256322067265
